srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.3,46430,149.171.126.18,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932866,1421932866,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,5,1,1,1,1,Reconnaissance,1
59.166.0.7,13984,149.171.126.1,6881,tcp,FIN,1.6829,13558,545216,31,29,21,196,-,64179.69141,2585850.75,236,436,255,255,1374925098,1379925876,57,1250,0,0,1935.441069,1432.00823,1421943613,1421943614,7.159932,3.867724,0.000572,0.000436,0.000136,0,0,0,0,0,13,9,4,4,1,1,1,,0
59.166.0.9,2341,149.171.126.4,57606,udp,CON,0.001782,544,304,31,29,0,0,-,1831649.875,1023569.063,4,4,0,0,0,0,136,76,0,0,0.623668,0.32221,1421929654,1421929654,0.446,0.236333,0.0,0.0,0.0,0,0,0,0,0,13,6,4,11,1,1,4,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932415,1421932415,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,4,5,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931334,1421931334,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,5,4,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,uti,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,DoS,1
175.45.176.2,49306,149.171.126.18,80,tcp,FIN,14.305928,148786,125750,254,252,82,72,http,82713.125,69864.1875,170,154,255,255,3393017777,2097698965,875,817,0,0,7246.44769,9738.893924,1421928408,1421928423,84.650461,92.921702,0.140576,0.088352,0.052224,0,1,0,0,0,2,2,2,3,2,1,2,Exploits,1
59.166.0.3,8964,149.171.126.2,45015,tcp,FIN,0.013926,2438,20194,31,29,7,13,-,1363780.0,11311216.0,38,40,255,255,3488290154,1339016391,64,505,0,0,23.206573,22.29395,1421934045,1421934045,0.367811,0.342949,0.00067,0.000539,0.000131,0,0,0,0,0,11,13,2,4,1,1,2,,0
59.166.0.4,1455,149.171.126.4,80,tcp,FIN,1.105791,1684,10168,31,29,3,5,http,11314.97754,69481.48438,14,18,255,255,2862808888,2863877412,120,565,1,3924,8809.031275,7712.915882,1421945430,1421945431,85.030844,65.014176,0.000729,0.000546,0.000183,0,0,6,0,0,1,1,8,12,5,5,5,,0
175.45.176.0,38392,149.171.126.10,51226,tcp,FIN,9.003766,364,924,62,252,1,2,ftp-data,283.436951,718.810303,8,8,255,255,452666942,2144740079,46,116,0,0,104714.725,3058.8735,1421928399,1421928408,1286.25225,1275.15225,0.172864,0.059223,0.113641,0,1,0,0,0,1,1,2,2,1,1,2,Exploits,1
175.45.176.0,62826,149.171.126.15,21,tcp,FIN,43.710686,1296,1364,254,252,10,16,ftp,227.312836,239.392258,24,24,255,255,4199729345,111187568,54,57,0,0,277871.0522,8600.944,1421930987,1421931031,1900.464434,1896.284375,0.106316,0.05462,0.051696,0,1,0,0,0,3,3,3,2,2,2,2, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933693,1421933693,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,4,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931715,1421931715,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,5,4,4,4,Generic,1
59.166.0.8,64757,149.171.126.9,19685,tcp,FIN,0.040918,3926,55074,31,29,7,27,-,756048.6875,10609512.0,66,68,255,255,416466004,416766202,59,810,0,0,38.839182,37.484426,1421937383,1421937383,0.624477,0.602075,0.000705,0.000569,0.000136,0,0,0,0,0,7,7,4,5,1,1,2,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930754,1421930754,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,Analysis,1
175.45.176.1,53363,149.171.126.14,179,tcp,FIN,0.522996,774,556,254,252,4,3,-,10998.17188,7663.538574,14,10,255,255,4207034053,4007957074,55,56,0,0,2036.90608,70.792039,1421932757,1421932758,39.266077,55.261891,0.085094,0.025627,0.059467,0,1,0,0,0,5,4,2,3,2,1,2, Fuzzers,1
175.45.176.1,19783,149.171.126.15,179,tcp,FIN,0.656134,1542,268,254,252,2,1,-,16923.37305,2731.149414,10,6,255,255,1570435674,1462004871,154,45,0,0,3732.931985,198.209297,1421931270,1421931270,72.903778,117.395602,0.230481,0.068428,0.162053,0,1,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.2,32541,149.171.126.19,111,tcp,FIN,1.434335,564,354,254,252,2,1,-,2833.368896,1729.024292,10,8,255,255,3956469916,3243747767,56,44,0,0,10331.70996,264.950688,1421928557,1421928558,154.898,185.812859,0.191447,0.133624,0.057823,0,1,0,0,0,3,1,1,2,1,1,1,Reconnaissance,1
175.45.176.3,19001,149.171.126.15,80,tcp,FIN,0.672736,972,926,62,252,2,2,http,10405.27051,9644.199219,10,8,255,255,953354979,211154746,97,116,0,0,3605.806385,107.858977,1421930756,1421930757,74.748444,78.97443,0.144624,0.082144,0.06248,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932570,1421932570,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,Generic,1
59.166.0.6,50561,149.171.126.8,21,tcp,FIN,3.510504,2934,3738,31,29,11,15,ftp,6558.602539,8361.192383,52,54,255,255,2370007753,2389739435,56,69,0,0,4501.385446,140.405984,1421939713,1421939716,68.827157,66.225,0.000738,0.000576,0.000162,0,0,0,1,1,1,1,6,4,1,1,2,,0
175.45.176.1,47186,149.171.126.11,80,tcp,FIN,0.317575,882,268,254,252,2,1,http,20001.57422,5642.76123,10,6,255,255,1838936697,304679919,88,45,1,0,1709.881485,73.877172,1421928709,1421928709,33.547444,47.671602,0.100904,0.079216,0.021688,0,1,1,0,0,1,1,3,3,1,1,3,Exploits,1
59.166.0.2,16792,149.171.126.7,111,udp,CON,0.004664,568,312,31,29,0,0,-,730703.25,401372.1875,4,4,0,0,0,0,142,78,0,0,1.715915,1.479974,1421937529,1421937529,1.220333,1.055,0.0,0.0,0.0,0,0,0,0,0,5,6,5,3,1,1,3,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932964,1421932964,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,3,3,3,3,Generic,1
59.166.0.4,61455,149.171.126.9,5190,tcp,FIN,0.005966,1920,4312,31,29,6,6,-,2457928.25,5542072.0,22,24,255,255,1606242591,3756138053,87,180,0,0,16.502557,13.225221,1421938978,1421938978,0.26681,0.231348,0.000768,0.000634,0.000134,0,0,0,0,0,9,7,3,4,1,1,1,,0
59.166.0.3,7094,149.171.126.8,42775,tcp,FIN,0.014048,2646,24694,31,29,7,15,-,1470956.75,13743166.0,42,44,255,255,1015910170,1016205504,63,561,0,0,19.776934,18.959249,1421947112,1421947112,0.334902,0.313628,0.000728,0.000555,0.000173,0,0,0,0,0,4,5,1,2,1,1,1,,0
59.166.0.2,44016,149.171.126.6,111,udp,CON,0.004837,568,312,31,29,0,0,-,704569.0,387016.75,4,4,0,0,0,0,142,78,0,0,1.765413,1.538193,1421944488,1421944488,1.255333,1.096667,0.0,0.0,0.0,0,0,0,0,0,7,6,4,4,1,1,3,,0
175.45.176.1,49118,149.171.126.13,445,tcp,FIN,0.97834,1060,762,254,252,3,2,-,7948.156738,5454.13623,12,8,255,255,1828558143,1522298068,88,95,0,0,4767.951524,222.057469,1421933958,1421933959,87.148453,126.37857,0.233413,0.093686,0.139727,0,1,0,0,0,6,6,1,1,1,1,1, Fuzzers,1
59.166.0.3,25567,149.171.126.4,11693,tcp,FIN,0.045988,4238,63516,31,29,7,30,-,727146.1875,10899887.0,72,74,255,255,2525747087,380651829,59,858,0,0,36.882622,36.508566,1421929480,1421929480,0.642887,0.622247,0.000675,0.000554,0.000121,0,0,0,0,0,4,4,1,5,1,1,1,,0
175.45.176.3,12291,149.171.126.14,445,tcp,FIN,0.0,1058,710,254,252,3,2,-,13267.24805,8507.451172,12,8,255,255,3324224783,402292896,88,89,0,0,2491.289209,96.00007,1421932236,1421932237,49.135362,73.793711,0.13212,0.068338,0.063782,0,1,0,0,0,8,7,1,2,1,1,1, Fuzzers,1
175.45.176.2,50450,149.171.126.10,179,tcp,FIN,0.360555,534,268,254,252,2,1,-,10672.43555,4970.115723,10,6,255,255,308081317,2852361639,53,45,0,0,1922.930308,89.595,1421930948,1421930948,37.375667,60.616199,0.100018,0.057466,0.042552,0,1,0,0,0,5,6,2,2,2,2,2, Fuzzers,1
175.45.176.2,50513,149.171.126.10,179,tcp,FIN,0.267188,534,268,254,252,2,1,-,14401.84375,6706.887695,10,6,255,255,435540936,4184055201,53,45,0,0,1487.940645,78.134344,1421930653,1421930653,28.180111,47.24,0.090898,0.03098,0.059918,0,1,0,0,0,12,11,3,4,3,2,3, Fuzzers,1
175.45.176.0,34541,149.171.126.12,80,tcp,FIN,1.518493,766,9240,62,252,2,4,-,3635.182861,45202.71094,10,14,255,255,636435772,1322757372,77,660,0,0,9208.211357,10073.17421,1421933434,1421933435,168.721444,103.488769,0.253067,0.104758,0.148309,0,1,0,0,0,3,1,1,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,sat-expak,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930687,1421930687,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,5,4,4,4,Analysis,1
59.166.0.8,24996,149.171.126.8,23011,tcp,FIN,0.010837,2438,19502,31,29,7,13,-,1752514.5,14037095.0,38,40,255,255,2102254408,4261189174,64,488,0,0,0.0,16.232359,1421947408,1421947408,0.283973,0.264897,0.000628,0.000502,0.000126,0,0,0,0,0,10,7,2,3,1,1,1,,0
59.166.0.3,39697,149.171.126.8,5190,tcp,FIN,0.432733,1272,2572,31,29,4,4,-,22055.16992,44923.77344,16,18,255,255,294197719,2444074738,80,143,0,0,1759.165823,45.406215,1421952756,1421952756,28.822133,25.422941,0.00067,0.000533,0.000137,0,0,0,0,0,5,8,7,2,1,1,1,,0
59.166.0.2,46604,149.171.126.0,1117,tcp,FIN,0.035974,4550,72164,31,29,7,33,-,998943.6875,15847446.0,78,80,255,255,2128149957,4278004435,58,902,0,0,23.338453,23.448988,1421942680,1421942680,0.462571,0.448532,0.000682,0.000535,0.000147,0,0,0,0,0,8,8,1,2,1,1,1,,0
59.166.0.0,1661,149.171.126.7,53873,tcp,FIN,0.100887,3598,49642,31,29,7,24,-,280630.8125,3873006.5,60,62,255,255,1571651689,1588250712,60,801,0,0,90.29136,88.984204,1421942897,1421942897,1.704136,1.644984,0.000662,0.000539,0.000123,0,0,0,0,0,4,4,5,5,1,1,1,,0
175.45.176.1,24283,149.171.126.15,80,tcp,FIN,0.465897,268,268,254,252,0,1,-,3846.34375,3846.34375,6,6,255,255,869608953,2407071577,45,45,0,0,105.273719,145.266125,1421930843,1421930844,72.486,93.069398,0.0,0.0,0.0,0,1,0,0,0,2,1,1,4,1,1,1,Exploits,1
59.166.0.6,55102,149.171.126.6,24118,tcp,FIN,0.031019,2542,23154,31,29,7,14,-,639350.0625,5829459.5,40,42,255,255,3465926051,1320854487,64,551,0,0,57.559647,55.745445,1421953051,1421953051,0.786949,0.741854,0.000758,0.000592,0.000166,0,0,0,0,0,7,9,1,3,1,1,1,,0
175.45.176.0,33739,149.171.126.10,80,tcp,FIN,0.736769,758,268,254,252,2,1,http,7416.164062,2432.241211,10,6,255,255,1613239539,113478996,76,45,0,0,4325.42601,224.434016,1421930664,1421930665,81.758889,138.365,0.111545,0.044939,0.066606,0,1,0,0,0,5,4,1,1,1,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931217,1421931217,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,7,7,7,4,7,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932368,1421932368,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,7,7,7,4,7,Generic,1
59.166.0.6,7252,149.171.126.3,5190,tcp,FIN,0.207127,1272,2572,31,29,4,4,-,46078.00781,93855.46094,16,18,255,255,2151518323,2147628064,80,143,0,0,767.137387,19.47741,1421932014,1421932014,13.7852,12.149588,0.000712,0.000576,0.000136,0,0,0,0,0,4,2,7,2,1,1,1,,0
59.166.0.0,53229,149.171.126.6,57195,udp,CON,0.001704,528,304,31,29,0,0,-,1859154.875,1070422.5,4,4,0,0,0,0,132,76,0,0,0.618248,0.292984,1421937726,1421937726,0.443667,0.212667,0.0,0.0,0.0,0,0,0,0,0,5,5,4,6,1,1,3,,0
59.166.0.0,63461,149.171.126.0,17485,tcp,FIN,0.10682,3806,53008,31,29,7,26,-,280621.5938,3909754.75,64,66,255,255,855098806,3137663075,59,803,0,0,88.677283,87.542588,1421938179,1421938179,1.69054,1.635231,0.000684,0.000526,0.000158,0,0,0,0,0,11,6,4,5,1,1,2,,0
59.166.0.1,23967,149.171.126.1,23266,tcp,FIN,0.169988,3718,45396,31,29,7,24,-,172200.3906,2101983.5,62,62,255,255,2169819396,24703608,60,732,0,0,173.301916,4.700076,1421945146,1421945146,2.781361,2.777902,0.00065,0.000529,0.000121,0,0,0,0,0,14,5,3,11,3,3,3,,0
175.45.176.2,15140,149.171.126.19,80,tcp,FIN,1.406967,774,5206,62,252,2,3,http,3963.134766,27139.22852,10,12,255,255,1717695234,1680727111,77,434,0,0,9698.201753,7488.756663,1421928148,1421928150,156.329667,116.67927,0.192812,0.122867,0.069945,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
149.171.126.18,47439,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421933116,1421933116,0.007,0.0,0.0,0.0,0.0,0,0,0,0,0,3,3,3,3,3,3,3,,0
59.166.0.4,6158,149.171.126.3,4050,tcp,FIN,0.022671,3390,40254,31,29,7,22,-,1175069.5,13959685.0,56,58,255,255,2090668444,4255628312,61,694,0,0,22.506558,22.324027,1421951985,1421951986,0.406273,0.388737,0.000643,0.000511,0.000132,0,0,0,0,0,7,8,2,5,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932957,1421932957,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
59.166.0.5,27452,149.171.126.4,25,tcp,FIN,0.030827,37260,3380,31,29,18,8,-,9483634.0,856392.125,52,42,255,255,70411532,71380167,717,80,0,0,33.799934,1.511755,1421933320,1421933320,0.59749,0.730707,0.000988,0.000864,0.000124,0,0,0,0,0,13,6,1,2,1,1,1,,0
175.45.176.1,3820,149.171.126.17,179,tcp,FIN,2.148298,556,354,254,252,2,1,-,1865.662964,1154.402222,10,8,255,255,2431450625,1683337942,56,44,0,0,14097.06854,439.123344,1421928114,1421928116,238.699778,283.918563,0.233763,0.12519,0.108573,0,1,0,0,0,2,1,1,2,1,1,1, Fuzzers,1
175.45.176.3,19473,149.171.126.13,514,udp,INT,4e-06,224,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,112,0,0,0,0.0,0.0,1421932378,1421932378,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,18,17,7,7,7,1,7, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930912,1421930912,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,7,7,7,4,7,Generic,1
175.45.176.3,23392,149.171.126.13,445,tcp,FIN,0.969148,3062,746,254,252,3,2,-,23170.86719,5390.301758,12,8,255,255,1454997596,3458048258,255,93,0,0,4281.889106,156.137078,1421927874,1421927875,83.103727,124.64457,0.184586,0.096635,0.087951,0,1,0,0,0,3,5,1,1,1,1,1, Fuzzers,1
175.45.176.1,64811,149.171.126.19,80,tcp,FIN,0.279588,840,2168,62,252,2,2,-,21631.82813,54279.86719,10,8,255,255,2694515323,278275,84,271,0,0,1606.103273,55.046078,1421933980,1421933980,31.065333,35.841285,0.081635,0.028022,0.053613,0,1,0,0,0,2,2,1,1,1,1,1,Exploits,1
59.166.0.4,9904,149.171.126.2,5190,tcp,FIN,0.004084,1064,2260,31,29,4,4,-,1911851.125,4058766.0,12,12,255,255,1272781077,1273023747,89,188,0,0,17.289458,0.385989,1421930011,1421930011,0.338455,0.325545,0.000622,0.000496,0.000126,0,0,0,0,0,1,8,6,2,1,1,1,,0
59.166.0.7,23075,149.171.126.1,22,tcp,FIN,1.901829,12752,13306,31,29,35,33,ssh,53224.55469,55529.70313,128,126,255,255,2570178203,2570462428,100,106,0,0,1071.558606,1080.727817,1421941571,1421941573,14.975031,15.209264,0.00093,0.000541,0.000389,0,0,0,0,0,1,1,1,1,1,1,1,,0
175.45.176.3,9263,149.171.126.14,135,tcp,FIN,0.766819,588,268,254,252,2,1,-,5529.335938,2336.927002,10,6,255,255,4250752361,2584785477,59,45,0,0,4036.093145,212.508938,1421930827,1421930828,73.919444,139.200203,0.124479,0.070807,0.053672,0,1,0,0,0,4,3,1,1,1,1,1, Fuzzers,1
175.45.176.1,44144,149.171.126.11,1013,tcp,FIN,0.588238,472,564,254,252,2,2,-,5779.973633,6718.369141,10,8,255,255,1379063610,1293155992,47,71,0,0,3302.440575,95.894172,1421933485,1421933486,65.359778,66.703859,0.178915,0.120586,0.058329,0,1,0,0,0,1,1,1,1,1,1,1,Backdoors,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931090,1421931090,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.0,10203,149.171.126.19,514,udp,INT,5e-06,1188,0,254,0,0,0,-,950400000.0,0.0,2,0,0,0,0,0,594,0,0,0,0.0,0.0,1421931059,1421931059,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,2,2,1,1,1, Fuzzers,1
59.166.0.5,7560,149.171.126.2,53,udp,CON,0.00103,146,178,31,29,0,0,-,566990.25,691262.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421933210,1421933210,0.003,0.008,0.0,0.0,0.0,0,0,0,0,0,5,20,1,1,1,1,1,,0
59.166.0.7,47778,149.171.126.6,47492,tcp,FIN,0.004417,8928,320,31,29,4,1,ftp-data,15016527.0,483586.1563,14,6,255,255,3973546357,1838893459,638,53,0,0,17.427918,1.212191,1421953077,1421953077,0.339769,0.7658,0.000579,0.000457,0.000122,0,0,0,0,0,6,3,5,6,1,1,4,,0
175.45.176.2,0,149.171.126.18,0,ospf,INT,22.635181,12832,0,254,0,0,0,-,4373.369141,0.0,28,0,0,0,0,0,458,0,0,0,967.26,0.0,1421931607,1421931630,838.34,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931090,1421931090,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
59.166.0.3,28798,149.171.126.1,54603,tcp,FIN,0.040531,2750,27602,31,29,7,16,-,530556.875,5329649.0,44,46,255,255,3929959057,3938478831,63,600,0,0,60.983265,59.610137,1421933864,1421933864,0.934395,0.909864,0.000632,0.000494,0.000138,0,0,0,0,0,12,8,2,3,1,1,1,,0
59.166.0.0,7211,149.171.126.1,22,tcp,FIN,0.857808,3728,5578,31,29,7,7,ssh,33685.85938,50025.17969,32,26,255,255,3261468280,1112187462,117,215,0,0,1698.915244,49.205441,1421936382,1421936383,27.671226,34.281879,0.000784,0.000624,0.00016,0,0,0,0,0,1,1,3,2,1,1,1,,0
59.166.0.9,21295,149.171.126.5,143,tcp,FIN,0.807667,7814,15098,31,29,30,32,-,76764.30469,148368.0781,122,126,255,255,3742092444,1597827549,64,120,0,0,436.617059,432.929869,1421939078,1421939079,6.671975,6.456824,0.000681,0.000559,0.000122,0,0,0,0,0,4,10,2,2,1,1,1,,0
175.45.176.1,63734,149.171.126.10,80,tcp,FIN,1.504671,878,2606,62,252,2,2,http,4205.570801,12473.15918,10,10,255,255,2630345556,2391717210,88,261,0,0,10025.67205,257.018641,1421928109,1421928111,167.185667,157.208562,0.168907,0.088862,0.080045,0,1,0,0,0,2,2,1,2,1,1,1,Exploits,1
59.166.0.6,4256,149.171.126.9,47170,tcp,FIN,0.050271,4014,61374,31,29,7,28,-,629388.6875,9627499.0,68,70,255,255,3735325216,3747310115,59,877,0,0,0.0,39.713337,1421953642,1421953642,0.745388,0.72058,0.0007,0.000547,0.000153,0,0,0,0,0,19,7,6,3,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,snp,INT,7e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930712,1421930712,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,1,5,1,1,1,Exploits,1
59.166.0.3,36251,149.171.126.3,53,udp,CON,0.001044,132,164,31,29,0,0,dns,505747.125,628352.5,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421936070,1421936070,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,4,6,3,6,1,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932305,1421932305,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,17,17,7,7,7,4,7,Generic,1
175.45.176.0,16506,149.171.126.18,80,tcp,FIN,0.778437,2650,72920,62,252,6,27,-,26103.58984,736480.875,24,58,255,255,3323361919,2210398677,110,1257,0,0,1753.240767,1246.154427,1421934214,1421934214,33.845087,13.369316,0.055911,0.009014,0.046897,0,1,0,0,0,2,3,1,1,1,1,1,Exploits,1
59.166.0.3,32072,149.171.126.6,5190,tcp,FIN,0.199266,1272,2572,31,29,4,4,-,47895.77734,97558.03906,16,18,255,255,2081908630,4231738059,80,143,0,0,754.716717,19.074305,1421941860,1421941860,13.2594,11.690588,0.00068,0.000521,0.000159,0,0,0,0,0,7,8,2,4,1,1,2,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932832,1421932832,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,5,5,3,3,5,Generic,1
175.45.176.1,4727,149.171.126.13,59465,tcp,FIN,0.88972,364,9100,62,252,1,4,ftp-data,2868.318115,75007.86719,8,12,255,255,3027860296,2301281042,46,758,0,0,8509.503884,6285.858249,1421931554,1421931554,127.102857,75.225999,0.08999,0.039211,0.050779,0,1,0,0,0,1,1,1,5,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931408,1421931408,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,1,1,1,1,1,Generic,1
59.166.0.3,16530,149.171.126.2,111,udp,CON,0.004581,568,312,31,29,0,0,-,743942.3125,408644.375,4,4,0,0,0,0,142,78,0,0,1.662882,1.43425,1421953129,1421953129,1.182333,1.024667,0.0,0.0,0.0,0,0,0,0,0,5,8,3,5,1,1,3,,0
175.45.176.1,16546,149.171.126.14,8082,tcp,FIN,2.609393,10784,6916,254,252,9,5,-,31409.60547,19688.87109,20,14,255,255,1696525983,3841784100,539,494,0,0,16331.06448,20784.03389,1421928589,1421928592,137.336474,198.14662,0.105624,0.032721,0.072903,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.7e-05,114,0,254,0,0,0,dns,26823528.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931554,1421931554,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,5,4,4,4,Generic,1
59.166.0.3,8630,149.171.126.4,80,tcp,FIN,1.207186,1684,10168,31,29,3,5,-,10364.60059,63645.53516,14,18,255,255,4081687449,2070700100,120,565,1,3924,8849.979523,7750.296645,1421955407,1421955408,92.833308,70.882706,0.002337,0.002172,0.000165,0,0,1,0,0,9,11,4,1,1,1,1,,0
175.45.176.1,58042,149.171.126.11,445,tcp,FIN,1.253672,1110,746,254,252,3,2,-,6496.117188,4166.958984,12,8,255,255,134992569,4004961743,93,93,0,0,5793.825652,236.726,1421927980,1421927981,110.128273,164.064859,0.221712,0.105207,0.116505,0,1,0,0,0,2,1,1,3,2,1,1, Fuzzers,1
175.45.176.1,33767,149.171.126.11,111,tcp,FIN,0.820117,564,354,254,252,2,1,-,4955.390625,3023.95874,10,8,255,255,228163871,3560954133,56,44,0,0,5992.334108,145.126797,1421930537,1421930538,84.336444,109.55843,0.093315,0.053198,0.040117,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,33158,149.171.126.15,179,tcp,FIN,1.460962,702,354,254,252,2,1,-,3460.733154,1697.511597,10,8,255,255,3542360122,2774888693,70,44,0,0,10792.2905,272.558969,1421931294,1421931295,162.329111,191.866578,0.189529,0.117208,0.072321,0,1,0,0,0,4,1,1,7,1,1,1, Fuzzers,1
